osmid,y,x,street_count,ref,highway,geometry
34680081,43.6567649,-79.3632536,4,,,POINT (-79.3632536 43.6567649)
34681562,43.6566583,-79.3663032,4,,,POINT (-79.3663032 43.6566583)
34681565,43.6557465,-79.3659089,4,,,POINT (-79.3659089 43.6557465)
34681567,43.6563873,-79.3675363,4,,,POINT (-79.3675363 43.6563873)
34681569,43.656334,-79.3685751,3,,,POINT (-79.3685751 43.656334)
34681571,43.6548612,-79.3679253,3,,,POINT (-79.3679253 43.6548612)
34681574,43.655234,-79.3680703,3,,,POINT (-79.3680703 43.655234)
34682134,43.655899,-79.3714195,3,,,POINT (-79.3714195 43.655899)
34682136,43.6556131,-79.3727561,3,,,POINT (-79.3727561 43.6556131)
34682139,43.6573006,-79.3734552,4,,,POINT (-79.3734552 43.6573006)
34682420,43.6545306,-79.369448,4,,traffic_signals,POINT (-79.369448 43.6545306)
34710001,43.669246,-79.3727914,3,,,POINT (-79.3727914 43.669246)
34710005,43.6700584,-79.3713512,3,,,POINT (-79.3713512 43.6700584)
34710006,43.6713259,-79.3736642,3,,,POINT (-79.3736642 43.6713259)
34710007,43.6713557,-79.3723314,3,,,POINT (-79.3723314 43.6713557)
34710008,43.6724632,-79.3758998,3,,,POINT (-79.3758998 43.6724632)
34710009,43.672416,-79.3754476,3,,,POINT (-79.3754476 43.672416)
34710011,43.6719001,-79.3715344,3,,,POINT (-79.3715344 43.6719001)
34710015,43.6717743,-79.3709234,4,,crossing,POINT (-79.3709234 43.6717743)
34710016,43.6715479,-79.3709109,3,,,POINT (-79.3709109 43.6715479)
34710020,43.6687377,-79.400313,4,,stop,POINT (-79.400313 43.6687377)
34710021,43.6698257,-79.4007459,4,,stop,POINT (-79.4007459 43.6698257)
34710023,43.6730013,-79.4021379,4,,stop,POINT (-79.4021379 43.6730013)
34710026,43.6755537,-79.4035997,3,,,POINT (-79.4035997 43.6755537)
34710027,43.6694619,-79.4024225,4,,stop,POINT (-79.4024225 43.6694619)
34710029,43.668376,-79.4019949,3,,,POINT (-79.4019949 43.668376)
34710030,43.6692546,-79.3978757,4,,stop,POINT (-79.3978757 43.6692546)
34710031,43.6692228,-79.4035988,4,,stop,POINT (-79.4035988 43.6692228)
34710032,43.6700924,-79.3994475,3,,,POINT (-79.3994475 43.6700924)
34710033,43.6703269,-79.398267,4,,stop,POINT (-79.398267 43.6703269)
34710036,43.6710152,-79.3950725,3,,,POINT (-79.3950725 43.6710152)
34710037,43.6680394,-79.3973948,3,,traffic_signals,POINT (-79.3973948 43.6680394)
34710038,43.6724208,-79.4048556,4,,,POINT (-79.4048556 43.6724208)
34710039,43.6726432,-79.4036346,4,,stop,POINT (-79.4036346 43.6726432)
34710040,43.6732357,-79.4009747,3,,,POINT (-79.4009747 43.6732357)
34710041,43.6732772,-79.40073,3,,,POINT (-79.40073 43.6732772)
34710045,43.6733601,-79.3994017,4,,stop,POINT (-79.3994017 43.6733601)
34710046,43.6740097,-79.3962963,3,,,POINT (-79.3962963 43.6740097)
34710047,43.6719971,-79.3988357,3,,,POINT (-79.3988357 43.6719971)
34710048,43.6726985,-79.3991102,3,,,POINT (-79.3991102 43.6726985)
34710049,43.6712199,-79.3984955,3,,,POINT (-79.3984955 43.6712199)
34710050,43.6733551,-79.3960064,3,,,POINT (-79.3960064 43.6733551)
34710052,43.6718958,-79.3954504,3,,,POINT (-79.3954504 43.6718958)
34710053,43.6750806,-79.4059438,3,,,POINT (-79.4059438 43.6750806)
34710054,43.6753275,-79.404735,4,,traffic_signals,POINT (-79.404735 43.6753275)
34710055,43.6763699,-79.400535,3,,stop,POINT (-79.400535 43.6763699)
34710058,43.6749705,-79.3999033,3,,,POINT (-79.3999033 43.6749705)
34710059,43.6757318,-79.4002341,3,,,POINT (-79.4002341 43.6757318)
34710060,43.6763676,-79.3972497,3,,,POINT (-79.3972497 43.6763676)
34710061,43.6755445,-79.3969069,4,,,POINT (-79.3969069 43.6755445)
34710062,43.6669125,-79.402679,3,,,POINT (-79.402679 43.6669125)
34710063,43.6747624,-79.4032749,3,,,POINT (-79.4032749 43.6747624)
34710070,43.6766785,-79.4036924,3,,,POINT (-79.4036924 43.6766785)
34710074,43.6421098,-79.3774622,4,,traffic_signals,POINT (-79.3774622 43.6421098)
34710075,43.6411841,-79.3768678,4,,traffic_signals,POINT (-79.3768678 43.6411841)
34710284,43.6469733,-79.4011086,4,,traffic_signals,POINT (-79.4011086 43.6469733)
34710292,43.6473197,-79.3993705,3,,,POINT (-79.3993705 43.6473197)
34710935,43.6582606,-79.3981838,4,,traffic_signals,POINT (-79.3981838 43.6582606)
34811962,43.6477776,-79.4091148,3,,,POINT (-79.4091148 43.6477776)
34910996,43.6579539,-79.4001546,4,,traffic_signals,POINT (-79.4001546 43.6579539)
34911009,43.640803,-79.3915627,4,,traffic_signals,POINT (-79.3915627 43.640803)
34911010,43.6405542,-79.3899634,3,,traffic_signals,POINT (-79.3899634 43.6405542)
34911016,43.6409087,-79.38772,3,,stop,POINT (-79.38772 43.6409087)
34911017,43.6411767,-79.3873149,3,,,POINT (-79.3873149 43.6411767)
34911021,43.643142,-79.3804622,3,,stop,POINT (-79.3804622 43.643142)
34935422,43.6561619,-79.3904207,3,,stop,POINT (-79.3904207 43.6561619)
34936037,43.6557989,-79.3920531,3,,stop,POINT (-79.3920531 43.6557989)
34993314,43.6794476,-79.382298,3,,stop,POINT (-79.382298 43.6794476)
34993315,43.6785384,-79.3866428,3,,,POINT (-79.3866428 43.6785384)
34993316,43.6784515,-79.3870699,3,,,POINT (-79.3870699 43.6784515)
34993317,43.6780823,-79.3888214,3,,,POINT (-79.3888214 43.6780823)
34993318,43.6787428,-79.3857089,3,,,POINT (-79.3857089 43.6787428)
34993319,43.6788014,-79.3854197,3,,,POINT (-79.3854197 43.6788014)
34993320,43.6790469,-79.3842649,3,,,POINT (-79.3842649 43.6790469)
34993321,43.6790975,-79.384024,3,,,POINT (-79.384024 43.6790975)
34993322,43.67927,-79.3832124,3,,,POINT (-79.3832124 43.67927)
34993323,43.6793271,-79.382938,3,,,POINT (-79.382938 43.6793271)
34993324,43.6787908,-79.3869698,3,,,POINT (-79.3869698 43.6787908)
34993327,43.6789142,-79.3856241,3,,,POINT (-79.3856241 43.6789142)
34993330,43.6792091,-79.3842083,3,,,POINT (-79.3842083 43.6792091)
34993331,43.6791394,-79.3842299,4,,crossing,POINT (-79.3842299 43.6791394)
34993333,43.6794268,-79.3831199,3,,,POINT (-79.3831199 43.6794268)
34993334,43.6793677,-79.3831535,4,,crossing,POINT (-79.3831535 43.6793677)
34993336,43.679152,-79.3871106,3,,,POINT (-79.3871106 43.679152)
34993337,43.6792848,-79.3870599,3,,,POINT (-79.3870599 43.6792848)
34993338,43.6792612,-79.3872564,3,,,POINT (-79.3872564 43.6792612)
34993342,43.6795174,-79.386018,3,,,POINT (-79.386018 43.6795174)
34993343,43.6795713,-79.385783,3,,,POINT (-79.385783 43.6795713)
34993344,43.6794075,-79.3858559,3,,,POINT (-79.3858559 43.6794075)
34993345,43.6797848,-79.3846796,3,,,POINT (-79.3846796 43.6797848)
34993346,43.6798763,-79.3843184,5,,crossing,POINT (-79.3843184 43.6798763)
34993347,43.6796377,-79.3844012,5,,crossing,POINT (-79.3844012 43.6796377)
34993348,43.6799519,-79.3841961,3,,,POINT (-79.3841961 43.6799519)
34993350,43.6794093,-79.3867686,3,,,POINT (-79.3867686 43.6794093)
34993371,43.6808442,-79.3844958,3,,,POINT (-79.3844958 43.6808442)
34993382,43.6801284,-79.3868977,4,,,POINT (-79.3868977 43.6801284)
34993387,43.6817558,-79.3852869,3,,,POINT (-79.3852869 43.6817558)
34993398,43.6827544,-79.3857709,3,,,POINT (-79.3857709 43.6827544)
34993401,43.6831379,-79.3859244,3,,turning_circle,POINT (-79.3859244 43.6831379)
34993402,43.6834393,-79.3850101,3,,,POINT (-79.3850101 43.6834393)
34993709,43.6791283,-79.3904134,4,,traffic_signals,POINT (-79.3904134 43.6791283)
34993710,43.6778425,-79.3898882,3,,,POINT (-79.3898882 43.6778425)
34993902,43.6819737,-79.3915634,3,,traffic_signals,POINT (-79.3915634 43.6819737)
34993903,43.6830769,-79.392025,3,,,POINT (-79.392025 43.6830769)
34993904,43.6850112,-79.3928205,4,,,POINT (-79.3928205 43.6850112)
34993905,43.6862379,-79.3933171,3,,traffic_signals,POINT (-79.3933171 43.6862379)
35363913,43.6910862,-79.4015288,5,,,POINT (-79.4015288 43.6910862)
35363914,43.6913282,-79.401247,3,,,POINT (-79.401247 43.6913282)
35363917,43.6949506,-79.4022761,3,,,POINT (-79.4022761 43.6949506)
35506002,43.6491089,-79.3907692,4,,traffic_signals,POINT (-79.3907692 43.6491089)
35506140,43.6522436,-79.4258349,3,,,POINT (-79.4258349 43.6522436)
35506390,43.6748668,-79.4070608,4,,traffic_signals,POINT (-79.4070608 43.6748668)
35506392,43.6594334,-79.3659997,4,,traffic_signals,POINT (-79.3659997 43.6594334)
35507534,43.6929548,-79.3516879,3,,,POINT (-79.3516879 43.6929548)
35507676,43.6923687,-79.3250566,3,,,POINT (-79.3250566 43.6923687)
35507677,43.6908166,-79.3255088,3,,,POINT (-79.3255088 43.6908166)
35509067,43.6833665,-79.3406605,4,,stop,POINT (-79.3406605 43.6833665)
35510044,43.6845255,-79.3389766,3,,,POINT (-79.3389766 43.6845255)
35511398,43.6753434,-79.3371173,3,,,POINT (-79.3371173 43.6753434)
35511400,43.679868,-79.3401395,3,,traffic_signals,POINT (-79.3401395 43.679868)
35512696,43.6791701,-79.3398413,3,,,POINT (-79.3398413 43.6791701)
35513709,43.6643817,-79.3252917,3,,traffic_signals,POINT (-79.3252917 43.6643817)
35518028,43.6728994,-79.369424,3,,,POINT (-79.369424 43.6728994)
35537805,43.6725857,-79.3960493,4,,,POINT (-79.3960493 43.6725857)
35537807,43.6708854,-79.39571,3,,,POINT (-79.39571 43.6708854)
35721957,43.663579,-79.3542397,3,,,POINT (-79.3542397 43.663579)
35721959,43.6636832,-79.3537401,4,,stop,POINT (-79.3537401 43.6636832)
35721960,43.6638627,-79.352907,4,,stop,POINT (-79.352907 43.6638627)
35721962,43.6650746,-79.3543263,3,,,POINT (-79.3543263 43.6650746)
35721963,43.6653018,-79.353509,3,,,POINT (-79.353509 43.6653018)
35721964,43.6588766,-79.3498345,4,,traffic_signals,POINT (-79.3498345 43.6588766)
35721965,43.6586339,-79.3509221,3,,,POINT (-79.3509221 43.6586339)
35721966,43.6584933,-79.3515391,4,,,POINT (-79.3515391 43.6584933)
35721967,43.658341,-79.3522256,3,,,POINT (-79.3522256 43.658341)
35721968,43.6580888,-79.3533453,4,,,POINT (-79.3533453 43.6580888)
35721969,43.6590389,-79.3525087,3,,stop,POINT (-79.3525087 43.6590389)
35721971,43.6602747,-79.3513992,3,,,POINT (-79.3513992 43.6602747)
35721972,43.6602338,-79.3515757,3,,,POINT (-79.3515757 43.6602338)
35721973,43.6600905,-79.3522195,3,,,POINT (-79.3522195 43.6600905)
35721974,43.6604733,-79.3505113,3,,,POINT (-79.3505113 43.6604733)
35721975,43.6620589,-79.353045,4,,traffic_signals,POINT (-79.353045 43.6620589)
35721984,43.6588998,-79.3517114,3,,,POINT (-79.3517114 43.6588998)
35721985,43.6587815,-79.3536326,4,,,POINT (-79.3536326 43.6587815)
35721987,43.6593368,-79.3512204,4,,stop,POINT (-79.3512204 43.6593368)
35721988,43.6595761,-79.3501307,3,,,POINT (-79.3501307 43.6595761)
35721989,43.6585297,-79.3535266,3,,,POINT (-79.3535266 43.6585297)
35721991,43.6600556,-79.3532119,3,,stop,POINT (-79.3532119 43.6600556)
35986273,43.6605274,-79.3424909,4,,traffic_signals,POINT (-79.3424909 43.6605274)
35986276,43.6615929,-79.3377004,4,,traffic_signals,POINT (-79.3377004 43.6615929)
35986278,43.6681488,-79.3404176,4,,traffic_signals,POINT (-79.3404176 43.6681488)
35986280,43.6687629,-79.3406654,1,,,POINT (-79.3406654 43.6687629)
35986612,43.6646037,-79.3522582,3,,,POINT (-79.3522582 43.6646037)
35986615,43.6662506,-79.3448256,4,,,POINT (-79.3448256 43.6662506)
35986617,43.6665244,-79.3436328,1,,,POINT (-79.3436328 43.6665244)
35987199,43.6661494,-79.3494233,3,,,POINT (-79.3494233 43.6661494)
35987201,43.6663482,-79.3485182,3,,,POINT (-79.3485182 43.6663482)
35987204,43.6653131,-79.3490813,4,,stop,POINT (-79.3490813 43.6653131)
35987206,43.6655094,-79.348174,4,,,POINT (-79.348174 43.6655094)
35987208,43.6595801,-79.3467289,4,,,POINT (-79.3467289 43.6595801)
35987210,43.6597243,-79.3460724,3,,,POINT (-79.3460724 43.6597243)
35987214,43.6611769,-79.346399,3,,,POINT (-79.346399 43.6611769)
35987216,43.6628049,-79.3470629,4,,,POINT (-79.3470629 43.6628049)
35988292,43.6629624,-79.3457593,3,,,POINT (-79.3457593 43.6629624)
35988297,43.6626105,-79.3479602,3,,,POINT (-79.3479602 43.6626105)
35988299,43.6658047,-79.3468037,3,,,POINT (-79.3468037 43.6658047)
35988301,43.6660041,-79.3459024,3,,,POINT (-79.3459024 43.6660041)
35988305,43.6630444,-79.3516014,3,,,POINT (-79.3516014 43.6630444)
35988307,43.6637663,-79.3484522,3,,,POINT (-79.3484522 43.6637663)
35989226,43.665016,-79.341686,3,,,POINT (-79.341686 43.665016)
35989795,43.6605442,-79.3505425,3,,,POINT (-79.3505425 43.6605442)
35989797,43.6608416,-79.349184,3,,,POINT (-79.349184 43.6608416)
35989799,43.6600919,-79.3488609,3,,,POINT (-79.3488609 43.6600919)
35989801,43.6602703,-79.3480525,3,,,POINT (-79.3480525 43.6602703)
35989806,43.6604744,-79.3470927,3,,,POINT (-79.3470927 43.6604744)
35990876,43.663212,-79.3447645,2,,,POINT (-79.3447645 43.663212)
35990878,43.6602821,-79.3435833,4,,,POINT (-79.3435833 43.6602821)
35990881,43.6622743,-79.3405804,3,,,POINT (-79.3405804 43.6622743)
35990883,43.6617514,-79.3429773,4,,stop,POINT (-79.3429773 43.6617514)
35990885,43.6615068,-79.3440769,3,,,POINT (-79.3440769 43.6615068)
35990887,43.6634957,-79.3436917,3,,,POINT (-79.3436917 43.6634957)
35990889,43.6619269,-79.3422007,3,,,POINT (-79.3422007 43.6619269)
35990913,43.6633399,-79.3436243,3,,,POINT (-79.3436243 43.6633399)
35990916,43.6608995,-79.3408302,3,,,POINT (-79.3408302 43.6608995)
35990918,43.6621093,-79.3413088,3,,,POINT (-79.3413088 43.6621093)
35990920,43.6611805,-79.342748,3,,,POINT (-79.342748 43.6611805)
35990922,43.6615486,-79.3410896,3,,,POINT (-79.3410896 43.6615486)
35991477,43.6656537,-79.3404886,3,,,POINT (-79.3404886 43.6656537)
35991481,43.6664398,-79.3408436,4,,stop,POINT (-79.3408436 43.6664398)
35991485,43.6670886,-79.3425291,3,,,POINT (-79.3425291 43.6670886)
35991488,43.6661547,-79.3421531,3,,,POINT (-79.3421531 43.6661547)
35991490,43.6666742,-79.3397928,3,,stop,POINT (-79.3397928 43.6666742)
35992097,43.6713393,-79.3375676,1,,,POINT (-79.3375676 43.6713393)
35992104,43.6687856,-79.33756,4,,traffic_signals,POINT (-79.33756 43.6687856)
35992106,43.6690065,-79.3365793,4,,,POINT (-79.3365793 43.6690065)
35992109,43.6675091,-79.3370109,3,,,POINT (-79.3370109 43.6675091)
35992112,43.6665285,-79.3354751,3,,,POINT (-79.3354751 43.6665285)
35992114,43.6663001,-79.3364822,3,,,POINT (-79.3364822 43.6663001)
35992118,43.6667267,-79.3345344,3,,,POINT (-79.3345344 43.6667267)
35992120,43.6669517,-79.3399088,3,,,POINT (-79.3399088 43.6669517)
35993773,43.6649666,-79.3390644,3,,,POINT (-79.3390644 43.6649666)
35993776,43.6639173,-79.3386392,3,,stop,POINT (-79.3386392 43.6639173)
35993778,43.6631724,-79.3383323,3,,,POINT (-79.3383323 43.6631724)
35993782,43.665236,-79.3378269,3,,,POINT (-79.3378269 43.665236)
35993784,43.664188,-79.3373915,3,,,POINT (-79.3373915 43.664188)
35993787,43.6634381,-79.3370897,3,,,POINT (-79.3370897 43.6634381)
35993793,43.662675,-79.3367995,3,,,POINT (-79.3367995 43.662675)
35993795,43.6619985,-79.3358944,3,,,POINT (-79.3358944 43.6619985)
35993797,43.6654106,-79.3362228,3,,,POINT (-79.3362228 43.6654106)
35993799,43.6655829,-79.3354079,3,,,POINT (-79.3354079 43.6655829)
35993801,43.6624007,-79.3340651,3,,,POINT (-79.3340651 43.6624007)
35993803,43.6658544,-79.3341603,3,,,POINT (-79.3341603 43.6658544)
35993805,43.6659365,-79.336436,3,,,POINT (-79.336436 43.6659365)
36154672,43.6729827,-79.4409717,4,,traffic_signals,POINT (-79.4409717 43.6729827)
36154735,43.6846982,-79.4111813,4,,traffic_signals,POINT (-79.4111813 43.6846982)
36154736,43.6867062,-79.4015236,4,,traffic_signals,POINT (-79.4015236 43.6867062)
36257977,43.6896847,-79.371212,3,,,POINT (-79.371212 43.6896847)
36257978,43.687391,-79.3702139,3,,,POINT (-79.3702139 43.687391)
36257981,43.6923884,-79.3665357,3,,,POINT (-79.3665357 43.6923884)
36257989,43.6929783,-79.367499,3,,stop,POINT (-79.367499 43.6929783)
36257990,43.6936337,-79.3667465,3,,,POINT (-79.3667465 43.6936337)
36257999,43.6928933,-79.3641603,3,,,POINT (-79.3641603 43.6928933)
36258000,43.6914499,-79.3630212,3,,,POINT (-79.3630212 43.6914499)
36258003,43.6908293,-79.3628968,1,,turning_circle,POINT (-79.3628968 43.6908293)
36258015,43.6940617,-79.3663353,4,,traffic_signals,POINT (-79.3663353 43.6940617)
36258023,43.6890777,-79.3697343,3,,stop,POINT (-79.3697343 43.6890777)
36603405,43.6642139,-79.3936224,3,,,POINT (-79.3936224 43.6642139)
36607322,43.6660522,-79.3931795,4,,traffic_signals,POINT (-79.3931795 43.6660522)
36607334,43.6607588,-79.3914569,3,,,POINT (-79.3914569 43.6607588)
36607342,43.6606991,-79.3906645,3,,give_way,POINT (-79.3906645 43.6606991)
36607360,43.6554113,-79.3887298,3,,,POINT (-79.3887298 43.6554113)
36607361,43.6557245,-79.3873246,4,,crossing,POINT (-79.3873246 43.6557245)
41332872,43.6627679,-79.4272524,4,,stop,POINT (-79.4272524 43.6627679)
41333127,43.661469,-79.4280228,3,,,POINT (-79.4280228 43.661469)
41333362,43.6625086,-79.42845,4,,stop,POINT (-79.42845 43.6625086)
41337581,43.6609428,-79.4304168,3,,,POINT (-79.4304168 43.6609428)
41337584,43.6619847,-79.4308379,3,,,POINT (-79.4308379 43.6619847)
41338095,43.6601399,-79.4340885,3,,,POINT (-79.4340885 43.6601399)
41338643,43.6604025,-79.4328882,3,,,POINT (-79.4328882 43.6604025)
41338871,43.6612222,-79.4332289,2,,,POINT (-79.4332289 43.6612222)
41339006,43.6606719,-79.4316518,3,,,POINT (-79.4316518 43.6606719)
41362019,43.6859493,-79.4220308,3,,,POINT (-79.4220308 43.6859493)
41362407,43.686201,-79.4208437,3,,stop,POINT (-79.4208437 43.686201)
41362414,43.6884241,-79.4230114,3,,stop,POINT (-79.4230114 43.6884241)
41364245,43.68878,-79.4270251,4,,,POINT (-79.4270251 43.68878)
41364375,43.6900719,-79.4269009,4,,,POINT (-79.4269009 43.6900719)
41364542,43.6887967,-79.4282639,4,,,POINT (-79.4282639 43.6887967)
41364910,43.6888274,-79.4306727,4,,,POINT (-79.4306727 43.6888274)
41365149,43.6888047,-79.431976,3,,,POINT (-79.431976 43.6888047)
41367168,43.6792284,-79.4167568,3,,,POINT (-79.4167568 43.6792284)
41367804,43.6800901,-79.4170997,3,,,POINT (-79.4170997 43.6800901)
41368682,43.6891379,-79.4207318,3,,,POINT (-79.4207318 43.6891379)
41368864,43.6889022,-79.4219418,3,,,POINT (-79.4219418 43.6889022)
41372803,43.696122,-79.423583,3,,,POINT (-79.423583 43.696122)
41373187,43.6952918,-79.4232406,3,,traffic_signals,POINT (-79.4232406 43.6952918)
42038501,43.6978341,-79.4402233,3,,,POINT (-79.4402233 43.6978341)
42039768,43.6808581,-79.4229628,3,,,POINT (-79.4229628 43.6808581)
42039930,43.6813054,-79.423144,4,,,POINT (-79.423144 43.6813054)
42040605,43.6831474,-79.4206831,3,,,POINT (-79.4206831 43.6831474)
42043557,43.6828364,-79.422134,4,,,POINT (-79.422134 43.6828364)
42068526,43.6861916,-79.4221368,3,,,POINT (-79.4221368 43.6861916)
42068845,43.6859343,-79.4233766,4,,stop,POINT (-79.4233766 43.6859343)
42070966,43.6868722,-79.427523,3,,stop,POINT (-79.427523 43.6868722)
42071027,43.6888093,-79.4294647,3,,,POINT (-79.4294647 43.6888093)
42071240,43.6869178,-79.4287575,3,,stop,POINT (-79.4287575 43.6869178)
42071620,43.6867028,-79.4298747,4,,stop,POINT (-79.4298747 43.6867028)
42071823,43.6887988,-79.4318308,3,,,POINT (-79.4318308 43.6887988)
42072213,43.6855166,-79.4305606,3,,,POINT (-79.4305606 43.6855166)
42072386,43.68894,-79.4329756,3,,,POINT (-79.4329756 43.68894)
42073201,43.6892228,-79.4341751,4,,,POINT (-79.4341751 43.6892228)
42074884,43.693129,-79.4420326,3,,,POINT (-79.4420326 43.693129)
42074914,43.6934751,-79.4430906,3,,,POINT (-79.4430906 43.6934751)
42075431,43.6967512,-79.445272,4,,traffic_signals,POINT (-79.445272 43.6967512)
42075937,43.6944205,-79.4443005,3,,,POINT (-79.4443005 43.6944205)
42075940,43.6939289,-79.444553,3,,,POINT (-79.444553 43.6939289)
42076349,43.6960663,-79.4449836,3,,,POINT (-79.4449836 43.6960663)
42076826,43.6966106,-79.4424768,3,,,POINT (-79.4424768 43.6966106)
42077029,43.6953225,-79.4446769,3,,,POINT (-79.4446769 43.6953225)
42078380,43.6942777,-79.4457002,3,,,POINT (-79.4457002 43.6942777)
42395696,43.6558845,-79.3990645,3,,traffic_signals,POINT (-79.3990645 43.6558845)
42395702,43.6544214,-79.3985195,3,,traffic_signals,POINT (-79.3985195 43.6544214)
42395707,43.652004,-79.3970463,1,,,POINT (-79.3970463 43.652004)
42395712,43.6502411,-79.3960342,3,,,POINT (-79.3960342 43.6502411)
42395758,43.6508648,-79.3973205,3,,traffic_signals,POINT (-79.3973205 43.6508648)
42606444,43.6548125,-79.3884748,4,,traffic_signals,POINT (-79.3884748 43.6548125)
42606495,43.6521264,-79.3920072,4,,,POINT (-79.3920072 43.6521264)
42606533,43.652326,-79.3920843,3,,,POINT (-79.3920843 43.652326)
42606673,43.6503129,-79.3912603,3,,,POINT (-79.3912603 43.6503129)
42606680,43.6504814,-79.3904357,4,,,POINT (-79.3904357 43.6504814)
42606687,43.6513705,-79.3908197,3,,,POINT (-79.3908197 43.6513705)
42606691,43.6504319,-79.3906671,4,,,POINT (-79.3906671 43.6504319)
42606695,43.6513176,-79.3910597,3,,,POINT (-79.3910597 43.6513176)
42606702,43.6521881,-79.3893337,3,,,POINT (-79.3893337 43.6521881)
42606707,43.6524284,-79.3882443,4,,,POINT (-79.3882443 43.6524284)
42606712,43.6534972,-79.3910906,4,,crossing,POINT (-79.3910906 43.6534972)
42606725,43.6504498,-79.3950204,4,,crossing,POINT (-79.3950204 43.6504498)
42606787,43.6582588,-79.3896571,3,,,POINT (-79.3896571 43.6582588)
42606791,43.6582088,-79.3898871,3,,,POINT (-79.3898871 43.6582088)
42606808,43.6570842,-79.3945442,4,,,POINT (-79.3945442 43.6570842)
42606813,43.6588154,-79.3952819,3,,,POINT (-79.3952819 43.6588154)
42606818,43.655899,-79.3940412,4,,,POINT (-79.3940412 43.655899)
42606855,43.6522366,-79.3915823,3,,,POINT (-79.3915823 43.6522366)
42606876,43.6561493,-79.3788783,4,,,POINT (-79.3788783 43.6561493)
42606884,43.6569718,-79.3792143,3,,,POINT (-79.3792143 43.6569718)
42606888,43.6544408,-79.3781883,3,,,POINT (-79.3781883 43.6544408)
42606901,43.6606766,-79.3866647,3,,,POINT (-79.3866647 43.6606766)
48578197,43.678771,-79.4165753,3,,,POINT (-79.4165753 43.678771)
48891846,43.6502861,-79.4159629,4,,traffic_signals,POINT (-79.4159629 43.6502861)
48891848,43.6504926,-79.4149337,3,,,POINT (-79.4149337 43.6504926)
48891851,43.6551013,-79.4166638,3,,,POINT (-79.4166638 43.6551013)
48891853,43.654532,-79.4176194,3,,,POINT (-79.4176194 43.654532)
48891856,43.6537948,-79.4173343,3,,stop,POINT (-79.4173343 43.6537948)
48891859,43.6535682,-79.4184293,3,,stop,POINT (-79.4184293 43.6535682)
48891861,43.6469278,-79.4171866,3,,traffic_signals,POINT (-79.4171866 43.6469278)
48891864,43.6466002,-79.4110665,4,,,POINT (-79.4110665 43.6466002)
48891865,43.6468304,-79.4098598,7,,,POINT (-79.4098598 43.6468304)
48891866,43.6469574,-79.4092736,1,,,POINT (-79.4092736 43.6469574)
48891869,43.6467157,-79.4104542,3,,,POINT (-79.4104542 43.6467157)
48891871,43.6474693,-79.4107546,4,,,POINT (-79.4107546 43.6474693)
48891873,43.6510454,-79.4121946,4,,,POINT (-79.4121946 43.6510454)
48891875,43.6516708,-79.412442,3,,,POINT (-79.412442 43.6516708)
48891877,43.6514251,-79.4103215,3,,,POINT (-79.4103215 43.6514251)
48891881,43.6504677,-79.4099227,3,,,POINT (-79.4099227 43.6504677)
48891882,43.6516762,-79.4090879,3,,,POINT (-79.4090879 43.6516762)
48891889,43.6488952,-79.4059784,3,,,POINT (-79.4059784 43.6488952)
48891892,43.6487738,-79.4065696,3,,,POINT (-79.4065696 43.6487738)
48891898,43.6508205,-79.4074039,1,,,POINT (-79.4074039 43.6508205)
48891901,43.6487332,-79.4051001,3,,,POINT (-79.4051001 43.6487332)
48891913,43.64745,-79.4068087,3,,,POINT (-79.4068087 43.64745)
48891915,43.6476986,-79.4054995,3,,,POINT (-79.4054995 43.6476986)
48891918,43.648065,-79.4043139,3,,,POINT (-79.4043139 43.648065)
48891922,43.6478199,-79.4055443,3,,,POINT (-79.4055443 43.6478199)
48891925,43.6523952,-79.4093597,1,,,POINT (-79.4093597 43.6523952)
48891927,43.6554002,-79.4105958,3,,,POINT (-79.4105958 43.6554002)
48891930,43.6517343,-79.4110806,3,,,POINT (-79.4110806 43.6517343)
48891933,43.6518557,-79.4104703,3,,,POINT (-79.4104703 43.6518557)
48891935,43.6551122,-79.4117938,3,,,POINT (-79.4117938 43.6551122)
48891938,43.6522068,-79.4086418,3,,,POINT (-79.4086418 43.6522068)
48891941,43.6523253,-79.4080306,3,,,POINT (-79.4080306 43.6523253)
48891944,43.6556566,-79.4093689,3,,,POINT (-79.4093689 43.6556566)
48891948,43.6524432,-79.4074091,3,,,POINT (-79.4074091 43.6524432)
48891952,43.6525814,-79.406777,3,,,POINT (-79.406777 43.6525814)
48891965,43.6451406,-79.4164488,5,,,POINT (-79.4164488 43.6451406)
48891967,43.6453615,-79.4152138,3,,,POINT (-79.4152138 43.6453615)
48891970,43.6452746,-79.4158359,3,,,POINT (-79.4158359 43.6452746)
48891974,43.647057,-79.416517,3,,,POINT (-79.416517 43.647057)
48891978,43.6486993,-79.4184871,3,,,POINT (-79.4184871 43.6486993)
48891980,43.6476629,-79.418075,3,,,POINT (-79.418075 43.6476629)
48891982,43.647769,-79.417506,3,,,POINT (-79.417506 43.647769)
48891984,43.6475328,-79.4186695,4,,,POINT (-79.4186695 43.6475328)
48891985,43.647276,-79.4199473,3,,,POINT (-79.4199473 43.647276)
48891988,43.6474033,-79.4193146,3,,,POINT (-79.4193146 43.6474033)
48891991,43.6484296,-79.4198015,3,,,POINT (-79.4198015 43.6484296)
48892000,43.6470506,-79.4191796,3,,,POINT (-79.4191796 43.6470506)
